SpeciesName,HerbariumCode,Source,Collector,RecordNumber,CollectionDay,CollectionMonth,CollectionYear,Country,Admin1,Admin2,Admin3,Locality,Longitude,Latitude,CoordUncertainty,LocationNotes,EcologyNotes,AnalysisNotes,Remove,CountyLevelOnly
Rhamnus fragula,MSC,http://www.herbarium.msu.edu/ Search term = frangula,James Ng,MSC0147995,7,9,1981,United States,MICHIGAN,Berrien,,"Berrien Co.: Bertrand Twp. S. of Niles, 1.5 km E of US Highway 33",-86.250007,41.766669,10000,,Marsh,,NA,0
Rhamnus fragula,MSC,http://www.herbarium.msu.edu/ Search term = frangula,Steven Grund,MSC0147994,28,6,1994,United States,MICHIGAN,Kalamazoo,,Kalamazoo Co.: Ponds approx. 0.1 mi N or I-94 and 0.4 mi E of Augusta-Climax Rd.,-85.333148,42.300431,10000,,"Near edge of bog, full sun, wet muck",,NA,0
Rhamnus fragula,MSC,http://www.herbarium.msu.edu/ Search term = frangula,Michael Chamberland,MSC0147991,18,5,1998,United States,MICHIGAN,Jackson,,Jackson Co.: Rogers Reserve. NW corner of property.,-84.423014,42.152814,5000,,,,NA,0
Rhamnus fragula,MSC,http://www.herbarium.msu.edu/ Search term = frangula,Michael Chamberland,MSC0147992,18,5,1998,United States,MICHIGAN,Jackson,,Jackson Co.: Rogers Reserve. Central portion of Reserve.,-84.423014,42.152814,5000,,x,,NA,0
Rhamnus frangula,MU,From Currator,"Grover, F.O.",,14,7,1953,United States,MICHIGAN,Sanilac,,,-82.829223,43.420124,NA,"In yard north side of Robert McKinzie house Sandusky, Michigan.",,,NA,0
Rhamnus frangula,MU,From Currator,"Lammers, T.G.",,11,6,1994,United States,MICHIGAN,Delta,,,-87.085518,45.776484,NA,"Super 8 Motel, 2415N. Lincoln Rd. Escanaba. Frequent on dry open sand bordering aspen grove behind building. Shrub, 2 m tall.",,,NA,0
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Whitfeld, T.J.S.",499025,18,7,2002,United States,MINNESOTA,Pope,,Pope County ... 2 miles north of Brooten. 200 yd west of Pope/Stearns county line ... T124N R36W NWSENE 24,-95.446705,45.589623,23497.32399,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Budelsky, R., A.",499649,24,7,1998,United States,MINNESOTA,Ramsey,,[no further data],-93.100141,45.01525,11202.08731,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Lee, Michael, D.",473188,18,8,1998,United States,MINNESOTA,Stearns,,Stearns Co.; Six miles south of St. Augusta; T122N R28W NE1/4 of SE1/4 Sec. 12,-94.610482,45.555235,33276.17568,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Smith, Welby, R.",493622,8,7,1997,United States,MINNESOTA,Kanabec,,Kanabec County ... About 4 miles north of Braham near the junction of Hwys 70 and 28 ... T 38N R 23W SW1/4 of etc.,-93.297788,45.94776,20736.57851,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Lee, Michael, D.",472664,8,7,1998,United States,MINNESOTA,Carver,,Carver Co.; Marsh Lake Hunting Club 2-1/2 mi. south of Victoria; T116N R24W SE1/4 of SE1/4 Sec. 26,-93.800575,44.821381,17091.29345,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Smith, Welby, R.",489570,22,7,2000,United States,MINNESOTA,Anoka,,"Anoka County ... In the City of Blaine, just south of 95th street and east of I35W ...T31N R23W SW1/4 of SW1/4 of Sec 26",-93.242723,45.27411,18674.50519,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Lakela, Olga",371713,12,8,1941,United States,MINNESOTA,St. Louis,,"Tischer Creek, Hunter's Hill, Duluth",-92.463645,47.583852,71766.80537,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Lakela, Olga",375410,1,7,1942,United States,MINNESOTA,St. Louis,,"Hunter's Hill, Duluth",-92.463645,47.583852,71766.80537,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Lakela, Olga",391786,4,7,1945,United States,MINNESOTA,St. Louis,,"Hunter's Hill, Duluth",-92.463645,47.583852,71766.80537,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Smith, Welby, R.",430001,16,6,1987,United States,MINNESOTA,Washington,,"St. Croix Nat. RiverwayEast side of Highway 4, about 1/2 mile northwest of Marine on St. Croix; about 150 feet above the floodplain on the St. Croix River.   SW1/4 NE1/4 of section",-92.890117,45.037929,17799.1355,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Kukachka, B., F.",441318,21,5,1938,United States,MINNESOTA,Ramsey,,"Shadow Falls ParkShadow Falls, St. Paul",-93.100141,45.01525,11202.08731,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Myhre, K., M.",447518,8,6,1993,United States,MINNESOTA,Pine,,St. Croix SP10 miles east of Cloverdale. Crooked Creek.  NE1/4 of NE1/4 of section,-92.763094,46.10094,34110.01272,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Myhre, K., M.",463795,8,6,1993,United States,MINNESOTA,Pine,,St. Croix SP10 miles east of Cloverdale. Crooked Creek.  NE1/4 of NE1/4 of section,-92.763094,46.10094,34110.01272,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Lakela, Olga",481194,9,7,1953,United States,MINNESOTA,St. Louis,,"Hunter's Hill, Duluth",-92.463645,47.583852,71766.80537,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Lee, Michael, D.",508538,25,7,1995,United States,MINNESOTA,Wabasha,,Dorer Memorial Hardwood SFWabasha Co.; S-facing slope 3 1/2 mi SSW of Kellogg; T109N R10W NWSWNE 9,-92.23334,44.289693,20764.31,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Moore, John, W.",568980,6,10,1960,United States,MINNESOTA,Rice,,1/2 mi S of Shields Lake,-93.298503,44.350943,20215.11738,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Neese, E., J.",644848,26,12,1973,United States,MINNESOTA,Carver,,"Carver Park Reserve County ParkCarver Co. 1/2 mi S of St. Hwy 7, 1/2 mi W of Co Rd 11, Carver State Park",-93.800575,44.821381,17091.29345,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Swanson, Steven, D.",681255,23,6,1975,United States,MINNESOTA,Houston,,"Upper Mississippi NWRMississippi River (Navigation Pool #8), Houston Co., Site 26, N tip of Pettibone Island",-91.501556,43.66699,21333.71271,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Lustig, K.",722506,23,8,1979,United States,MINNESOTA,Anoka,,Boot Lake SNA18 mi SE of Cambridge,-93.242723,45.27411,18674.50519,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Smith, Welby, R.",746629,20,7,1981,United States,MINNESOTA,Scott,,"Scott Co. On the W side of Savage, 1/2 mi S of State Hwy 13, in the Minnesota Valley; SE1/4 NE1/4 S17, T115N, R21W",-93.534553,44.651932,17143.08758,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Malody, K.J.A.",812349,22,9,1989,United States,MINNESOTA,Chisago,,"Chisago County...1.5 mi W of Rush Lake and 1.5 mi S of Hwy 2, SENWNW17, T37N, R22W",-92.903849,45.505444,18493.77602,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Delaney, B.",817530,20,6,1989,United States,MINNESOTA,Isanti,,"ca 3 mi W of Cambridge, NE1/4 NW1/4 S2, T35N, R24W",-93.296339,45.562431,18954.59827,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Fuge, E.",829756,6,8,1993,United States,MINNESOTA,Dakota,,Dakota Co. Koch Refinery property E of Hwy.55; T115N R18W NW1/4 of SW1/4 of Sec.18,-93.062481,44.670893,21528.15649,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Smith, Welby, R.",841760,5,8,1987,United States,MINNESOTA,Washington,,"Washington Co. About 5 mi W of Marine on St. Croix; NE1/4 NW1/4 sec.8, T31N R20W",-92.890117,45.037929,17799.1355,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Smith, Welby, R.",841761,5,8,1987,United States,MINNESOTA,Washington,,"Washington Co. About 5 mi W of Marine on St. Croix; NE1/4 NW1/4 sec.8, T31N R20W",-92.890117,45.037929,17799.1355,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Smith, Welby, R.",920327,22,9,1992,United States,MINNESOTA,Wabasha,,"Wabasha County ... Unnamed tributary of Snake Creek, about 3 miles south of Kellogg ... T109N R10W SE1/4 of NE1/4 of etc",-92.23334,44.289693,20764.31,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Smith, Welby, R.",916905,8,6,1993,United States,MINNESOTA,Carver,,Carver Park Reserve County ParkCarver County...Carver Park Reserve; about 5 miles west of Chanhassen...T 116N R 24W SE1/4 of NE1/4 of Sec 11,-93.800575,44.821381,17091.29345,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Smith, Welby, R.",493307,11,7,1989,United States,MINNESOTA,Kanabec,,"Kanabec County ... northeast side of Highway 65, about 7.5 miles south of Mora ... NE1/4 SE1/4 section 30, T 38N R 23W",-93.297788,45.94776,20736.57851,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Lee, Michael, D.",912681,1,6,2007,United States,MINNESOTA,Stearns,,"Stearns County ... St. Johns University Arboretum Woods.   Southeast of Sagatagan Lake, two miles west of St. Joseph etc",-94.610482,45.555235,33276.17568,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Smith, Welby, R.",490554,15,5,2000,United States,MINNESOTA,Anoka,,"Anoka County ... City of Blaine, just south of 95th street and east of I35W ... T 31N R 23W SW1/4 of SW1/4 of Sec 26",-93.242723,45.27411,18674.50519,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Smith, Welby, R.",429024,5,8,2000,United States,MINNESOTA,Anoka,,"Anoka County ... Pioneer Path City Park, in Blaine ... T31N R23W SE1/4 of Se1/4 of Sec 4",-93.242723,45.27411,18674.50519,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Pomroy, Deborah",906848,22,8,2008,United States,MINNESOTA,St. Louis,,"St. Louis County, Hermantown.  T50N R15W NW1/4 Sec 31.  W end of wetland #4 ... Adolph Quadrangle.  UTMs: approx. etc",-92.463645,47.583852,71766.80537,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Smith, Welby, R.",302326,25,7,2000,United States,MINNESOTA,Aitkin,,"Aitkin County ... On the farm of John Menges, about 5 miles W-SW of Aitkin ... T47N R27W NE1/4 of SW1/4 of Sec 31",-93.41976,46.602446,38753.22954,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Smith, Welby, R.",437987,7,6,1990,United States,MINNESOTA,Carver,,"Carver County ... In the Minnesota Valley, about 2 miles northwest of Shakopee ... T116N R23W NE1/4 of SW1/4 of Sec 35",-93.800575,44.821381,17091.29345,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Smith, Welby, R.",488253,16,6,1987,United States,MINNESOTA,Washington,,"Washington County ... On the east side of Highway 4, about 1/2 mile northwest of Marine on St. Croix ... SW1/4 NE1/4 etc",-92.890117,45.037929,17799.1355,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Smith, Welby, R.",462094,31,8,2000,United States,MINNESOTA,Anoka,,"Carlos Avery Wildlife AreaAnoka County ... Carlos Avery State Wildlife Management Area. On the west side of Linwood Lake, about 4.5 miles etc.",-93.242723,45.27411,18674.50519,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Smith, Welby, R.",914865,19,8,1994,United States,MINNESOTA,Pine,,"Banning SPPine County...In Banning State Park, about 3 miles north-northwest of Sandstone...along the Kettle River...T43N R20W etc",-92.763094,46.10094,34110.01272,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Smith, Welby, R.",461887,11,7,1989,United States,MINNESOTA,Kanabec,,"Kanabek County ... on the northeast side of Highway 65, about 7.5 miles south of Mora ...NE1/4 SE1/4 sec 30, T 38N R 23W",-93.297788,45.94776,20736.57851,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Smith, Welby, R.",911914,22,7,1993,United States,MINNESOTA,Carver,,"Carver County...At the northwest end of Lake St. Joe, about 2 mi north of Chaska...T 116N R 23W NE1/4 of NE1/4 of sec 7",-93.800575,44.821381,17091.29345,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Cholewa, A., F.",386922,14,7,2006,United States,MINNESOTA,Anoka,,"Anoka County, City of Blaine, northeast corner of 121st Avenue and Aberdeen St. T31N R23W S8 NW1/4",-93.242723,45.27411,18674.50519,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Smith, Welby, R.",912140,26,8,1994,United States,MINNESOTA,Goodhue,,"Dorer Memorial Hardwood SFGoodhue County...In the Cannon River Valley, about 2 miles southeast of Welch...T 113N R 16W SW1/4 of NW1/4 of Sec 35",-92.716,44.406178,24979.01564,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Smith, Welby, R.",453490,21,9,1998,United States,MINNESOTA,Steele,,"Steele County ... Kaplans Woods City Park, on the south side of Owatonna ... T107N R20W NE1/4 of NW1/4 of Sec 21",-93.220453,44.015261,18820.4003,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Lee, Michael, D.",473186,16,6,1998,United States,MINNESOTA,Wright,,Wright Co.; floating mat severed by Hwy 55 on the southeast side of Maple Lake; T120N R26W NE1/4 of NW1/4 of NW1/4 Sec 9,-93.966396,45.175091,23352.02947,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Carlson, Bruce",478925,17,8,1997,United States,MINNESOTA,Mille Lacs,,"Mille Lacs Kathio SPMille Lacs Co.; Mille Lacs Kathio State Park, 0.5 miles NNE of the interpretive center; eastern side of Ogechi etc.",-93.632996,45.929043,21721.48998,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Cholewa, A., F.",924651,8,7,2011,United States,MINNESOTA,Anoka,,"Martin-Island-Linwood Lakes County ParkIsland Lake, north of picnic area along trail around north end of lake.",-93.242723,45.27411,18674.50519,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Peterson, S., D.",922681,22,10,2010,United States,MINNESOTA,Ramsey,,Sucker Lake Park,-93.100141,45.01525,11202.08731,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Smith, Welby, R.",921472,21,9,1993,United States,MINNESOTA,Winona,,About 3 miles west of Winona...T 107N R 8W NE1/4 of NW1/4 of Sec 24,-91.776708,43.982268,22721.25844,,,,NA,1
Rhamnus frangula,MIN,http://search.bellmuseum.umn.edu/,"Whitfeld, T. J. S.",934803,3,7,2012,United States,MINNESOTA,Hennepin,,"Wood-Rill SNA, Hennepin County",-93.475185,45.006064,21363.30381,,,,NA,1
Frangula alnus,BKL,http://www.bbg.org/the-herbarium/ailanthus/search.php 'Scientific name contains'=frangula,"Delendick, T. J.",176900,1,10,1991,United States,NEW YORK,NA,,Coney Island,-73.98333333,40.56666667,NA,,,,NA,0
Frangula alnus,BKL,http://www.bbg.org/the-herbarium/ailanthus/search.php 'Scientific name contains'=frangula,"Clemants, Steven E.",50469,1,5,1995,United States,NEW YORK,NA,,Ellis Island,-74.03333333,40.68333333,NA,,,,NA,0
Frangula alnus,BKL,http://www.bbg.org/the-herbarium/ailanthus/search.php 'Scientific name contains'=frangula,"Clemants, Steven E.",50505,1,6,1996,United States,NEW YORK,NA,,Ellis Island,-74.03333333,40.68333333,NA,,,,NA,0
Frangula alnus,BKL,http://www.bbg.org/the-herbarium/ailanthus/search.php 'Scientific name contains'=frangula,"Clemants, Steven E.",55823,1,6,1996,United States,NEW YORK,NA,,Ellis Island,-74.03333333,40.68333333,NA,,,,NA,0
Frangula alnus,BKL,http://www.bbg.org/the-herbarium/ailanthus/search.php 'Scientific name contains'=frangula,"Clemants, Steven E.",56985,1,9,1996,United States,NEW YORK,NA,,Ellis Island,-74.03333333,40.68333333,NA,,,,NA,0
Frangula alnus,BKL,http://www.bbg.org/the-herbarium/ailanthus/search.php 'Scientific name contains'=frangula,"Moore, Gerry",365207,1,9,2007,United States,,NA,,,-73.81666667,40.61666667,NA,,,,NA,0
Frangula alnus,BKL,http://www.bbg.org/the-herbarium/ailanthus/search.php 'Scientific name contains'=frangula,"Moore, Gerry",365229,1,9,2007,United States,,NA,,,-73.81666667,40.61666667,NA,,,,NA,0
Frangula alnus,A,IPANE,Alfred Rehder,,14,8,1920,United States,NEW HAMPSHIRE,Carroll,Jackson,Thorn Mountain,-71.1552,44.1339,NA,north slope of Mt. Thorn,naturalized; many individuals,,NA,0
Rhamnus frangula,CM,From Curator,"Boufford, D.E.; Koyama, H.; Shimizu, T.",259918,14,6,1980,United States,NEW HAMPSHIRE,Coos,,,-71.511158,44.598676,9000,"Northumberland, Groveton, along railroad bed and Rt 3, just N of Lancaster",,,NA,0
Frangula alnus,CONN,IPANE,Leslie John Mehrhoff,,29,6,1999,United States,NEW HAMPSHIRE,Rockingham,Salem,,-71.2204,42.7548,NA,I-93 northbound by welcome center,,,NA,0
Frangula alnus,CONN,IPANE,Leslie John Mehrhoff,,17,7,2000,United States,NEW HAMPSHIRE,Rockingham,Seabrook,,-70.8373,42.8698,NA,Route 286 near entrance to water treatment plant,,,NA,0
Frangula alnus,CONN,IPANE,Leslie John Mehrhoff,,27,11,2001,United States,NEW HAMPSHIRE,Rockingham,Rye,,-70.7265,43.0485,NA,"Pioneer Road west of Odiorne Point, south of boat launch area",Leaves turning yellow.,,NA,0
Frangula alnus,CONN,IPANE,Leslie John Mehrhoff,,17,10,2002,United States,NEW HAMPSHIRE,Hillsborough,Nashua,,-71.4919,42.768,NA,"East of Route 3 and south of Rt. 130, west side of Visitor Center parking lot",Shrub ca. 2.5m tall,,NA,0
Frangula alnus,CONN,IPANE,Leslie John Mehrhoff,,11,6,2003,United States,NEW HAMPSHIRE,Cheshire,Westmoreland,,-72.4446,43.0182,NA,River Road South just south of Walpole town line,"With David Boufford, Lihong Duan, Michiko Okada, and Akiko Shimizu;  scattered individuals; petals- creamy white; small tree ca. 3 m tall",,NA,0
Frangula alnus,CONN,IPANE,Leslie John Mehrhoff,,11,6,2003,United States,NEW HAMPSHIRE,Cheshire,Walpole,,-72.439,43.1278,NA,Connecticut River flood plain south of power plant near boat launch,"With David Boufford, Frankie Brackley, Lihong Duan, Michiko Okada, and Akiko Shimizu; scattered individuals; petals- white; shrub ca. 2 m tall",,NA,0
Frangula alnus,NEBC,IPANE,R. N. Toppan Mrs.,,1,7,1922,United States,NEW HAMPSHIRE,Cheshire,Dublin,,-72.0699,42.8965,NA,,away from cultivation,,NA,0
Frangula alnus,NEBC,IPANE,Albion R. Hodgdon,,12,7,1944,United States,NEW HAMPSHIRE,Strafford,Durham,,-70.9285,43.137,NA,near Garrison Avenue,tall shrub,,NA,0
Frangula alnus,NEBC,IPANE,Albion R. Hodgdon,,29,8,1944,United States,NEW HAMPSHIRE,Coos,Northumberland,,-71.5582,44.5636,NA,near Connecticut River,with H. S. Clapp and A. F. Yeager,,NA,0
Frangula alnus,NEBC,IPANE,Albion R. Hodgdon,,3,7,1957,United States,NEW HAMPSHIRE,Rockingham,Rye,,-70.7378,43.0086,NA,,"with alders at edge of Chamaecyparis, Red Maple, Red Spruce Swamp near shore",,NA,0
Frangula alnus,NEBC,IPANE,Stuart K. Harris,,26,6,1958,United States,NEW HAMPSHIRE,Rockingham,Salem,Rockingham Park,-71.2272,42.7711,NA,,with A. R. Hodgdon,,NA,0
Frangula alnus,NEBC,IPANE,Gerald Ouellette,,28,6,1959,United States,NEW HAMPSHIRE,Cheshire,Jaffrey,,-72.0603,42.8289,NA,,"with Acer saccharum, Fraxinus americana, Prunus serotina, Ulmus americana, & Viburnum cassinoides",,NA,0
Frangula alnus,NEBC,IPANE,Stuart K. Harris,,12,10,1961,United States,NEW HAMPSHIRE,Rockingham,New Castle,,-70.7154,43.063,NA,,abundant,,NA,0
Frangula alnus,NEBC,IPANE,Albion R. Hodgdon,,29,7,1962,United States,NEW HAMPSHIRE,Grafton,Lebanon,,-71.8206,43.9491,NA,Blodgett's brook,with N. Nugent and C. Chapman,,NA,0
Frangula alnus,NEBC,IPANE,Albion R. Hodgdon,,24,7,1969,United States,NEW HAMPSHIRE,Hillsborough,Manchester,,-71.4558,42.9387,NA,bordering Merrimack River southe of Manchester,with F. L. Steele,,NA,0
Frangula alnus,NEBC,IPANE,Albion R. Hodgdon,,9,11,1970,United States,NEW HAMPSHIRE,Strafford,Dover,,-70.9144,43.2077,NA,along Cocheco River about 1 1/2 miles east of County Farm,"with Alnus rugosa, Cornus amomum et c",,NA,0
Frangula alnus,NEBC,IPANE,Harry E. Ahles,,31,7,1980,United States,NEW HAMPSHIRE,Belknap,Tilton,,-71.5474,43.466,NA,"on US 3 near Noyes Road, 0.7 miles south of Lochmere",,,NA,0
Frangula alnus,NEBC,IPANE,Harry E. Ahles,,31,7,1980,United States,NEW HAMPSHIRE,Belknap,Tilton,,-71.5478,43.4655,NA,"on US Route 3, near Noyes Road, 0.7 miles south of south of Lochmere",,,NA,0
Frangula alnus,NEBC,IPANE,Harry E. Ahles,,16,7,1980,United States,NEW HAMPSHIRE,Sullivan,Newport,,-72.1727,43.3616,NA,"Route 11, along Sugar River",,,NA,0
Frangula alnus,NEBC,IPANE,Thomas J. Rawinski,,20,8,1985,United States,NEW HAMPSHIRE,Carroll,Conway,,-71.1585,44.076,NA,Flood plain of the saco River just south of the Bartlett town line,with Acer saccharinum and Salix lucida; frequent,,NA,0
Frangula alnus,NEBC,IPANE,David E. Boufford,,19,7,1987,United States,NEW HAMPSHIRE,Cheshire,Fitzwilliam,Brigham Hill,-72.1373,42.7626,NA,east of village of Fitzwilliam Depot and northeast of Brigham Hill at right angle bend in Collins Pond Road,with E. W. Wood; elevation ca. 330 meters; shrub ca 3 meters tall; fowers green; fruits turning red; leaves slightly glossy above.,,NA,0
Rhamnus frangula L.,NY,http://sciweb.nybg.org/science2/vii2.asp 'Basic search'=frangula,S. Hunkins,645195,19,6,2002,United States,NEW HAMPSHIRE,Carroll,,Jackson. Across the road from the Wentworth Inn,-71.182,44.147,NA,,,,NA,0
Frangula alnus,BKL,http://www.bbg.org/the-herbarium/ailanthus/search.php 'Scientific name contains'=frangula,"Van Sickle, W. M.",176896,NA,7,1893,United States,NEW JERSEY,Hudson,North Bergen,New Durham,-74.03333333,40.78333333,NA,,,,NA,0
Frangula alnus,BKL,http://www.bbg.org/the-herbarium/ailanthus/search.php 'Scientific name contains'=frangula,"Van Sickle, W. M.",176898,NA,5,1894,United States,NEW JERSEY,Hudson,North Bergen,New Durham,-74.03333333,40.78333333,NA,,,,NA,0
Frangula alnus,BKL,http://www.bbg.org/the-herbarium/ailanthus/search.php 'Scientific name contains'=frangula,"Van Sickle, W. M.",176899,NA,7,1894,United States,NEW JERSEY,Hudson,North Bergen,New Durham,-74.03333333,40.78333333,NA,,,,NA,0
Frangula alnus,BKL,http://www.bbg.org/the-herbarium/ailanthus/search.php 'Scientific name contains'=frangula,"Van Sickle, W. M.",176895,NA,5,1894,United States,NEW JERSEY,Hudson,Secaucus,Secaucus,-74.05,40.78333333,NA,,,,NA,0
Frangula alnus,BKL,http://www.bbg.org/the-herbarium/ailanthus/search.php 'Scientific name contains'=frangula,"Dautun, H.",176897,NA,5,1899,United States,NEW JERSEY,Hudson,North Bergen,New Durham,-74.03333333,40.78333333,NA,,,,NA,0
Frangula alnus,BKL,http://www.bbg.org/the-herbarium/ailanthus/search.php 'Scientific name contains'=frangula,"Glenn, Steven D.",42635,1,10,1996,United States,NEW JERSEY,Mercer,Hamilton,Basin Rd @ Assunpink Creek,-74.7,40.26666667,NA,,,,NA,0
Rhamnus frangula,CHRB,From Currator,N. L. Britton,2703,21,6,1879,United States,NEW JERSEY,Hudson,New Durham,,-74.0333,40.78472,3036,,,,NA,0
Rhamnus frangula,CHRB,From Currator,Ben Blackburn,89751,12,11,1947,United States,NEW JERSEY,Middlesex,New Brunswick,,-74.422887,40.473852,1000,"Rutgers University Shrub Garden, New Brunswick",,,NA,0
Rhamnus frangula,CHRB,From Currator,C. J. Heuser,89274,30,5,1948,United States,NEW JERSEY,Hudson,Secaucus,,-74.056522,40.789561,3941,"Old cedar bog, Secaucus, NJ, common",,,NA,0
Rhamnus frangula,CHRB,From Currator,Karl Anderson,115844,15,6,1989,United States,NEW JERSEY,Hudson,Jersey City,,-74.05387,40.6986,1000,"In thicket near Environmental Center, Liberty State Park",,,NA,0
Rhamnus frangula,CHRB,From Currator,S.N. Handel,116877,6,11,1990,United States,NEW JERSEY,Hudson,,,-74.119781,40.751009,2000,"Growing at edge of old landfill at south side of Exit 15W, NJ Turnpike","Tree, 4 m tall, with a few black and a few red (unripened) 2-3 seeded drupe-like fruits",,NA,0
Rhamnus frangula,CHRB,From Currator,Kerry Barringer,139123,19,8,2003,United States,NEW JERSEY,Morris,Chatham,,-74.398,40.724,10000,"Power line right-of-way SW of Southern Blvd, SE of Jay Rd., roadside thickets under power lines","tree to 12 ft tall, fruits green turning red then black; From Brooklyn Botanic Garden",,NA,0
Frangula alnus,CONN,http://bgbaseserver.eeb.uconn.edu/databasesimple.html search=frangula,"Pollard, Charles L.",,NA,5,1894,United States,NEW JERSEY,Hudson,North Bergen,,-74.03333333,40.78472222,20000,,flowering,,NA,0
Frangula alnus,CONN,http://bgbaseserver.eeb.uconn.edu/databasesimple.html search=frangula,,,9,7,1894,United States,NEW JERSEY,Middlesex,New Durham,,-74.40611111,40.54361111,20000,,,,NA,0
Frangula alnus,CONN,http://bgbaseserver.eeb.uconn.edu/databasesimple.html search=frangula,,,20,6,1894,United States,NEW JERSEY,Middlesex,New Durham,,-74.40611111,40.54361111,20000,,,,NA,0
Frangula alnus,CONN,http://bgbaseserver.eeb.uconn.edu/databasesimple.html search=frangula,"Blaine, F. F.",,18,6,1923,United States,NEW JERSEY,Hudson,Secaucus,,-74.06472222,40.78111111,20000,,,,NA,0
Frangula alnus,CONN,http://bgbaseserver.eeb.uconn.edu/databasesimple.html search=frangula,"Barringer, Kerry",,15,6,2004,United States,NEW JERSEY,Hudson,Secaucus,,-74.08694444,40.76,5000,Laurel Hill County Park at the end of the county rd. near the park entrance,"fruiting; flowering; Tree to 15ft tall, flowers green, fruits turning red",,NA,0
Frangula alnus,BKL,http://www.bbg.org/the-herbarium/ailanthus/search.php 'Scientific name contains'=frangula,"Clemants, Steven E.",9429,1,5,1994,United States,NEW JERSEY,Union,,"Lenape Park, S of highway 22, west of Kenilworth",-74.31666667,40.66666667,NA,,,,NA,0
Frangula alnus,BKL,http://www.bbg.org/the-herbarium/ailanthus/search.php 'Scientific name contains'=frangula,"Glenn, Steven D.",177883,1,9,1999,United States,NEW JERSEY,Hudson,,,-74.06666667,40.75,NA,,,,NA,0
